City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,sabang,5.8933,95.3214,80.58,66,100,17.25,ID,1674009153
289,orlik,52.5178,99.825,-0.13,85,100,12.91,RU,1674009153
290,beringovskiy,63.05,179.3167,-17.48,88,83,13.78,RU,1674009154
291,charters towers,-20.1,146.2667,79.93,63,99,14.29,AU,1674009154
292,grindavik,63.8424,-22.4338,21.67,68,40,10.36,IS,1674009155
293,fort saint james,54.4333,-124.25,32.0,91,100,6.53,CA,1674009155
294,dubna,56.7333,37.1667,29.64,93,100,14.25,RU,1674009156
295,wanaka,-44.7,169.15,78.12,47,26,5.99,NZ,1674009156
296,palm valley,30.1775,-81.3876,65.05,66,2,8.01,US,1674009127
297,yeppoon,-23.1333,150.7333,82.18,71,56,19.06,AU,1674009157
298,acajutla,13.5928,-89.8275,76.06,83,65,3.8,SV,1674009157
299,iqaluit,63.7506,-68.5145,-9.31,69,100,0.0,CA,1674008910
300,aklavik,68.2191,-135.0107,-22.36,100,100,0.51,CA,1674008910
301,tabuk,17.4189,121.4443,70.66,90,100,6.76,PH,1674009158
302,port blair,11.6667,92.75,73.44,83,75,0.0,IN,1674008879
303,ponta do sol,32.6667,-17.1,62.01,77,90,8.3,PT,1674009158
304,dunmore town,25.5,-76.65,71.98,58,10,6.73,BS,1674009078
305,tevriz,57.509,72.4042,9.14,84,100,6.69,RU,1674009159
306,kamaishi,39.2667,141.8833,42.91,59,100,9.66,JP,1674009160
307,romitan,39.9343,64.3814,8.55,85,12,4.61,UZ,1674009160
308,tawau,4.2498,117.8871,86.13,70,100,1.99,MY,1674009160
309,hervey bay,-25.2986,152.8535,77.43,64,29,18.54,AU,1674009161
310,wooster,40.8051,-81.9351,44.85,88,100,14.97,US,1674009009
311,sakakah,29.9697,40.2064,42.37,62,0,3.36,SA,1674009162
312,norman wells,65.282,-126.8329,-11.16,77,20,3.44,CA,1674009162
313,tabory,58.5198,64.5495,10.63,84,87,8.32,RU,1674009162
314,saint-philippe,-21.3585,55.7679,78.39,85,100,14.56,RE,1674009163
315,nanortalik,60.1432,-45.2371,26.11,79,100,7.99,GL,1674009163
316,noumea,-22.2763,166.4572,85.98,99,100,14.88,NC,1674008866
317,luganville,-15.5333,167.1667,81.32,80,94,4.34,VU,1674009164
318,scottsbluff,41.8666,-103.6672,31.55,95,100,5.75,US,1674009164
319,kudahuvadhoo,2.6708,72.8944,80.73,76,51,8.19,MV,1674009165
320,chokurdakh,70.6333,147.9167,-36.27,100,40,4.23,RU,1674009165
321,honiara,-9.4333,159.95,81.73,84,96,8.1,SB,1674009166
322,souillac,-20.5167,57.5167,77.38,88,40,14.97,MU,1674009166
323,cartagena,10.3997,-75.5144,78.42,83,20,6.91,CO,1674009167
324,campobello di mazara,37.6358,12.7443,55.47,92,65,14.9,IT,1674009167
325,santarem,-2.4431,-54.7083,73.53,100,75,3.44,BR,1674009168
326,ambulu,-8.345,113.6058,83.23,74,100,5.57,ID,1674009168
327,opuwo,-18.0607,13.84,67.89,80,100,0.63,NA,1674009168
328,vardo,70.3705,31.1107,24.78,86,9,24.16,NO,1674009169
329,male,4.1748,73.5089,82.35,83,40,10.36,MV,1674009169
330,santa rosalia,27.3167,-112.2833,56.66,56,0,10.09,MX,1674009170
331,ganganagar,29.9167,73.8833,45.5,36,12,3.51,IN,1674009170
332,viedma,-40.8135,-62.9967,70.0,78,100,12.91,AR,1674009034
333,te anau,-45.4167,167.7167,77.5,38,9,3.76,NZ,1674009171
334,sao gabriel da cachoeira,-0.1303,-67.0892,70.56,99,100,1.28,BR,1674009171
335,murgab,37.4966,61.9714,15.67,92,75,0.0,TM,1674009172
336,verkhnyaya inta,65.9811,60.3094,15.8,86,100,17.49,RU,1674009172
337,khani,41.9563,42.9566,35.17,66,20,6.13,GE,1674009173
338,kulhudhuffushi,6.6221,73.07,80.55,75,10,14.12,MV,1674009173
339,necochea,-38.5473,-58.7368,70.79,77,100,15.03,AR,1674009174
340,dingle,10.9995,122.6711,81.27,82,100,9.51,PH,1674009174
341,tarko-sale,64.9225,77.785,-4.11,96,100,16.84,RU,1674008907
342,tharad,24.3961,71.6267,54.84,28,1,4.09,IN,1674009062
343,tautira,-17.7333,-149.15,79.99,78,18,10.58,PF,1674009175
344,praia da vitoria,38.7333,-27.0667,55.65,76,75,11.43,PT,1674009175
345,corner brook,48.9667,-57.9484,37.56,99,100,6.08,CA,1674009176
346,kushima,31.4583,131.2333,52.05,53,9,10.89,JP,1674009176
347,ibimirim,-8.5406,-37.6903,71.44,75,68,4.79,BR,1674009177
348,dubrovka,53.6907,33.5071,34.32,98,100,13.91,RU,1674009177
349,padilla,3.2204,-76.3139,71.17,95,100,1.74,CO,1674009178
350,barentu,15.1139,37.5928,62.78,80,5,5.23,ER,1674009178
351,luanda,-8.8368,13.2343,76.93,86,100,6.96,AO,1674009178
352,kautokeino,69.0125,23.0412,8.71,98,100,6.2,NO,1674009179
353,nyurba,63.2842,118.3319,-58.81,99,100,1.12,RU,1674009180
354,kjollefjord,70.9457,27.3465,32.05,74,20,16.11,NO,1674009180
355,butajira,8.1167,38.3667,52.59,29,28,5.55,ET,1674009180
356,bulancak,40.9372,38.2291,62.42,34,0,10.36,TR,1674009181
357,abalak,58.1286,68.5944,7.43,86,81,7.29,RU,1674009181
358,verkhnevilyuysk,63.4453,120.3167,-59.03,99,93,1.45,RU,1674009182
359,tiarei,-17.5333,-149.3333,84.22,78,7,10.63,PF,1674009182
360,ilkal,15.9667,76.1333,67.98,57,1,10.33,IN,1674009183
361,presidente olegario,-18.4178,-46.4181,63.79,86,12,1.83,BR,1674009183
362,tuensang,26.2833,94.8333,59.2,58,0,1.7,IN,1674009184
363,logrono,42.4667,-2.45,38.7,60,20,18.41,ES,1674008996
364,santo augusto,-27.8508,-53.7772,74.89,64,15,11.41,BR,1674009185
365,grand gaube,-20.0064,57.6608,79.38,74,100,11.99,MU,1674009185
366,comodoro rivadavia,-45.8667,-67.5,62.46,88,0,3.44,AR,1674009186
367,burla,21.5,83.8667,65.86,59,0,5.08,IN,1674009186
368,alta floresta,-9.8756,-56.0861,70.41,95,100,2.28,BR,1674009187
369,yulara,-25.2406,130.9889,95.16,29,8,17.4,AU,1674009187
370,salalah,17.0151,54.0924,71.69,73,75,2.3,OM,1674009188
371,hyeres,43.1167,6.1167,44.42,71,0,2.3,FR,1674009188
372,ust-maya,60.4167,134.5333,-46.59,93,100,0.43,RU,1674009189
373,muros,42.7762,-9.0603,45.09,85,86,23.13,ES,1674009189
374,altay,47.8667,88.1167,-6.32,80,47,4.9,CN,1674008962
375,hagere selam,6.4833,38.5167,43.54,61,38,3.65,ET,1674009190
376,lata,40.1629,-8.3327,48.07,80,100,14.23,PT,1674009190
377,samarkand,39.6542,66.9597,17.02,57,2,6.91,UZ,1674009191
378,naftalan,40.5067,46.825,27.82,76,100,1.25,AZ,1674009191
379,stromness,58.965,-3.296,39.16,61,64,26.31,GB,1674009192
380,batagay-alyta,67.8006,130.4114,-31.05,98,100,3.13,RU,1674009192
381,rocha,-34.4833,-54.3333,64.2,93,0,5.5,UY,1674009193
382,kropotkin,45.4375,40.5756,33.42,73,96,8.57,RU,1674009193
383,sept-iles,50.2001,-66.3821,34.32,92,100,6.91,CA,1674008961
384,yerbogachen,61.2767,108.0108,-51.81,99,65,3.74,RU,1674009194
385,luancheng,37.8792,114.6517,30.36,30,0,8.55,CN,1674009195
386,ancud,-41.8697,-73.8203,53.44,91,97,2.46,CL,1674009195
387,constitucion,-35.3333,-72.4167,54.1,89,1,7.09,CL,1674009196
388,mazagao,-0.115,-51.2894,77.05,96,100,3.74,BR,1674009196
389,sopelana,43.3789,-2.9831,43.81,84,100,7.0,ES,1674009196
390,sorata,-15.7667,-68.6333,45.34,93,99,6.24,BO,1674009197
391,clyde river,70.4692,-68.5914,-19.97,76,95,13.8,CA,1674009197
392,hovd,48.0056,91.6419,8.92,49,35,3.69,MN,1674009162
393,nueva loja,0.0847,-76.8828,69.8,98,98,2.06,EC,1674009198
394,dossor,47.5272,52.9811,23.02,63,4,12.73,KZ,1674009199
395,gunjur,13.2019,-16.7339,69.87,30,0,5.75,GM,1674009199
396,bahir dar,11.5936,37.3908,59.22,66,15,4.03,ET,1674009200
397,harare,-17.8294,31.0539,61.41,96,100,8.21,ZW,1674009200
398,lompoc,34.6391,-120.4579,51.01,83,0,12.66,US,1674009201
399,rosario,-32.9468,-60.6393,85.95,38,0,13.8,AR,1674009201
400,mawlaik,23.6333,94.4167,66.42,39,1,1.23,MM,1674009202
401,papara,-3.9839,-38.7273,79.2,96,10,2.46,BR,1674009202
402,quelimane,-17.8786,36.8883,73.35,94,75,0.0,MZ,1674009203
403,semirom,31.4167,51.5667,16.74,99,74,3.24,IR,1674009203
404,paamiut,61.994,-49.6678,19.24,69,100,8.59,GL,1674009204
405,nhulunbuy,-12.2333,136.7667,88.41,70,75,8.05,AU,1674009204
406,sawtell,-30.3833,153.1,80.19,57,40,13.8,AU,1674009205
407,maple creek,49.9168,-109.4848,30.61,93,100,0.0,CA,1674009205
408,evensk,61.95,159.2333,-0.53,73,100,12.57,RU,1674009206
409,asyut,27.181,31.1837,48.38,62,0,3.58,EG,1674009206
410,itaituba,-4.2761,-55.9836,71.53,100,100,2.1,BR,1674009206
411,vao,-22.6667,167.4833,75.78,69,100,17.07,NC,1674009207
412,mildura,-34.2,142.15,77.07,75,100,12.41,AU,1674009207
413,moerai,-22.4333,-151.3333,79.14,80,6,9.51,PF,1674009208
414,sioux lookout,50.1001,-91.917,12.27,85,100,5.75,CA,1674009014
415,saint-joseph,-21.3667,55.6167,77.47,80,98,14.7,RE,1674009208
416,shitanjing,39.2342,106.3439,17.28,43,0,26.15,CN,1674009209
417,hailey,43.5196,-114.3153,19.26,76,0,5.99,US,1674008663
418,bengkulu,-3.8004,102.2655,81.54,71,88,2.84,ID,1674009210
419,beyneu,45.3167,55.2,27.59,81,83,10.63,KZ,1674009210
420,havoysund,70.9963,24.6622,32.23,77,43,8.66,NO,1674009211
421,falkenberg,56.9055,12.4912,35.74,100,84,20.56,SE,1674009211
422,hokitika,-42.7167,170.9667,68.99,68,14,7.81,NZ,1674009212
423,butler,39.4501,-84.5666,44.82,84,75,14.97,US,1674009212
424,sumbe,-11.2061,13.8437,76.42,84,99,7.65,AO,1674009212
425,harper,4.375,-7.7169,78.1,83,57,5.17,LR,1674009213
426,esso,55.9333,158.7,4.8,93,100,4.79,RU,1674009213
427,pedra branca,-5.4542,-39.7172,69.78,80,18,4.14,BR,1674009214
428,amalner,21.05,75.0667,65.48,43,4,4.47,IN,1674009214
429,trutnov,50.561,15.9127,32.58,79,100,6.55,CZ,1674009215
430,kununurra,-15.7667,128.7333,89.58,70,40,8.05,AU,1674009215
431,wamba,8.9333,8.6,70.21,23,2,4.05,NG,1674008921
432,lanaken,50.8943,5.6501,29.53,85,100,7.0,BE,1674009216
433,hualmay,-11.0964,-77.6139,69.8,80,100,7.05,PE,1674009216
434,talara,-4.5772,-81.2719,74.16,68,75,13.8,PE,1674009217
435,andenes,69.3143,16.1194,33.78,69,100,9.22,NO,1674009217
436,north aurora,41.8061,-88.3273,38.28,81,100,16.11,US,1674009203
437,mahon,39.8885,4.2658,52.36,54,20,12.66,ES,1674009218
438,lichinga,-13.3128,35.2406,62.69,100,75,9.22,MZ,1674008959
439,adrar,20.5022,-10.0711,64.06,17,100,7.83,MR,1674009219
440,la ronge,55.1001,-105.2842,17.85,86,100,9.22,CA,1674009219
441,villa bruzual,9.3328,-69.1208,75.92,63,10,5.01,VE,1674009219
442,ust-kuyga,70.0167,135.6,-48.46,100,100,3.15,RU,1674009220
443,iquique,-20.2208,-70.1431,69.84,77,50,1.79,CL,1674009001
444,kilindoni,-7.9139,39.6668,80.24,76,99,6.91,TZ,1674009220
445,emborion,40.4833,21.55,48.56,82,82,13.24,GR,1674009221
446,laguna,38.421,-121.4238,50.09,78,0,0.0,US,1674009154
447,biltine,14.5333,20.9167,67.42,23,99,8.41,TD,1674009222
448,yangambi,0.8102,24.4336,67.32,96,60,2.51,CD,1674009222
449,gladstone,-23.85,151.25,85.78,58,75,17.27,AU,1674009222
450,boulder city,35.9786,-114.8325,48.43,53,20,8.05,US,1674009193
451,lahaina,20.8783,-156.6825,80.6,82,27,4.12,US,1674008972
452,poum,-20.2333,164.0167,75.88,89,100,18.63,NC,1674009224
453,porterville,36.0652,-119.0168,47.62,87,75,4.61,US,1674009224
454,monterey,36.2505,-121.2516,45.18,1,3,6.82,US,1674008970
455,plettenberg bay,-34.0527,23.3716,72.03,84,99,3.02,ZA,1674009225
456,paraiso,9.8383,-83.8656,63.95,95,90,3.06,CR,1674009225
457,oranjemund,-28.55,16.4333,66.76,86,100,3.15,NA,1674009225
458,esna,25.2934,32.554,46.42,49,6,6.46,EG,1674009226
459,sohag,26.557,31.6948,44.89,60,0,4.59,EG,1674009226
460,milazzo,38.2212,15.2383,62.53,60,8,7.0,IT,1674009227
461,vyartsilya,62.1764,30.693,27.1,95,100,10.38,RU,1674009227
462,namatanai,-3.6667,152.4333,83.91,66,100,7.4,PG,1674009228
463,lasa,46.6166,10.7002,30.02,92,74,1.3,IT,1674009228
464,lavrentiya,65.5833,-171.0,-21.87,92,12,9.82,RU,1674009228
465,paramonga,-10.6667,-77.8333,70.05,79,99,5.77,PE,1674009229
466,ulety,51.3572,112.4849,4.89,80,97,9.91,RU,1674009229
467,centenario do sul,-22.8211,-51.5953,72.36,83,97,5.5,BR,1674009230
468,ankazobe,-18.3167,47.1167,59.23,87,100,8.66,MG,1674009230
469,son la,21.3167,103.9,51.75,72,100,4.81,VN,1674009230
470,edmundston,47.3737,-68.3251,28.74,93,100,6.91,CA,1674009231
471,mayo,38.8876,-76.5119,48.51,88,40,3.44,US,1674009187
472,khalabat,34.06,72.8894,41.94,32,100,7.25,PK,1674009232
473,fare,-16.7,-151.0167,81.09,73,1,11.86,PF,1674009232
474,ahuimanu,21.4447,-157.8378,82.36,65,20,9.22,US,1674009232
475,caala,-12.8525,15.5606,59.2,99,100,2.35,AO,1674009233
476,ondjiva,-17.0667,15.7333,67.57,90,100,0.49,AO,1674009233
477,ixtapa,20.7,-105.2,70.83,73,40,0.0,MX,1674009234
478,la asuncion,11.0333,-63.8628,75.07,85,43,10.16,VE,1674009234
479,matagami,49.7502,-77.6328,23.11,74,100,3.44,CA,1674009234
480,kongsberg,59.6652,9.6465,33.4,100,100,1.99,NO,1674009235
481,victoria,22.2855,114.1577,59.25,65,100,11.01,HK,1674008943
482,xai-xai,-25.0519,33.6442,73.8,96,75,4.74,MZ,1674009235
483,faanui,-16.4833,-151.75,81.05,72,37,11.39,PF,1674009111
484,xining,36.6167,101.7667,10.29,53,80,1.9,CN,1674009236
485,ambilobe,-13.2,49.05,72.07,93,66,2.26,MG,1674009237
486,coreau,-3.5333,-40.6567,72.95,86,96,1.03,BR,1674009184
487,kachiry,53.0675,76.1036,-0.18,88,20,8.08,KZ,1674009237
488,imbituba,-28.24,-48.6703,78.85,95,100,7.07,BR,1674009238
489,guarapari,-20.6667,-40.4975,74.89,92,6,6.08,BR,1674009238
490,ibra,22.6906,58.5334,60.42,78,6,2.08,OM,1674009239
491,bartica,6.4,-58.6167,77.32,91,68,2.24,GY,1674009239
492,kharp,66.8014,65.8081,9.81,93,100,6.11,RU,1674009239
493,maldonado,-34.6667,-54.9167,70.99,91,0,8.72,UY,1674009240
494,bandarbeyla,9.4942,50.8122,74.08,76,40,13.71,SO,1674009240
495,westport,41.1415,-73.3579,45.73,74,100,0.0,US,1674008987
496,arkhangelsk,64.5401,40.5433,28.51,86,100,4.47,RU,1674009241
497,yarmouth,41.7057,-70.2286,43.02,79,100,6.91,US,1674009241
498,los llanos de aridane,28.6585,-17.9182,58.75,76,100,8.99,ES,1674009242
499,arman,59.7,150.1667,-14.39,80,98,12.8,RU,1674009242
500,ponta delgada,37.7333,-25.6667,54.32,71,40,12.66,PT,1674009243
501,batticaloa,7.7102,81.6924,78.53,73,88,12.15,LK,1674009244
502,novobelokatay,55.7062,58.9549,0.73,85,58,3.67,RU,1674009245
503,sorland,67.667,12.6934,37.26,65,100,20.83,NO,1674009245
504,tevaitoa,-16.7833,-151.5,81.0,73,17,12.17,PF,1674009246
505,danshui,22.7984,114.4672,54.73,49,99,8.7,CN,1674009246
506,saysain,14.5611,120.3925,84.29,77,100,17.18,PH,1674009247
507,dera ghazi khan,30.0561,70.6348,49.73,20,71,2.28,PK,1674009247
508,lucea,18.451,-78.1736,76.86,74,0,10.18,JM,1674009248
509,merauke,-8.4667,140.3333,85.55,69,100,13.53,ID,1674009248
510,chumikan,54.7183,135.315,-24.95,81,58,12.5,RU,1674009249
511,hattiesburg,31.3271,-89.2903,64.72,97,0,0.0,US,1674009250
512,manta,-0.95,-80.7333,78.58,73,75,5.75,EC,1674009250
513,senno,59.5336,33.9167,32.27,91,100,12.71,RU,1674009250
514,waipawa,-41.4122,175.5153,66.69,61,15,11.18,NZ,1674009251
515,chapais,49.7834,-74.8492,6.58,96,100,2.68,CA,1674009251
516,khanpur,28.6453,70.6567,51.96,15,15,6.71,PK,1674009252
517,magole,-6.3667,37.3667,68.65,93,100,2.13,TZ,1674009252
518,salinas,36.6777,-121.6555,52.07,79,0,7.0,US,1674009253
519,cayenne,4.9333,-52.3333,73.44,100,100,0.0,GF,1674009253
520,yumen,40.2833,97.2,12.7,64,1,27.38,CN,1674009098
521,santa rosa,14.3122,121.1114,84.18,77,100,13.78,PH,1674008967
522,oga,46.4631,10.347,17.02,95,82,1.52,IT,1674009254
523,penzance,50.1186,-5.5371,38.08,56,79,23.11,GB,1674009255
524,koppies,-27.2418,27.5742,63.12,50,36,6.85,ZA,1674009255
525,volokonovka,50.4827,37.8563,32.94,91,100,17.29,RU,1674009256
526,shizunai,42.3339,142.3669,30.25,58,100,13.53,JP,1674009256
527,karratha,-20.7377,116.8463,87.44,57,47,11.52,AU,1674009257
528,hambantota,6.1241,81.1185,75.54,94,75,4.61,LK,1674009257
529,bukachacha,52.9833,116.9167,-6.65,89,100,0.98,RU,1674009258
530,coronado,32.6859,-117.1831,54.07,76,40,8.05,US,1674009007
531,carutapera,-1.195,-46.02,74.89,90,99,5.84,BR,1674009258
532,antalaha,-14.9003,50.2788,73.53,90,100,9.26,MG,1674009259
533,linjiang,41.8069,126.9078,15.82,71,47,2.55,CN,1674009259
534,jaroslaw,50.0162,22.6778,42.8,82,100,13.29,PL,1674009260
535,calvinia,-31.4707,19.776,74.8,43,75,2.26,ZA,1674009260
536,belmonte,-15.8631,-38.8828,75.13,88,3,4.52,BR,1674009261
537,flinders,-34.5833,150.8552,90.25,63,44,5.01,AU,1674009261
538,meulaboh,4.1363,96.1285,75.27,69,100,4.9,ID,1674008966
539,cheney,47.4874,-117.5758,36.25,93,100,0.0,US,1674009059
540,todos santos,23.45,-110.2167,68.05,84,68,9.13,MX,1674009262
541,zima,53.9202,102.0442,-6.7,87,100,16.22,RU,1674009089
542,ulaanbaatar,47.9077,106.8832,-20.07,69,40,2.24,MN,1674009263
543,erenhot,43.6475,111.9767,12.49,68,100,20.42,CN,1674009263
544,avera,33.194,-82.5271,60.31,97,96,5.46,US,1674009264
545,xichang,27.8964,102.2634,37.08,45,10,2.73,CN,1674009264
546,khilok,51.3674,110.4676,5.18,88,100,9.75,RU,1674009265
547,zhob,31.3411,69.4481,39.2,35,100,1.83,PK,1674009265
548,jutai,-5.1833,-68.9,71.62,99,100,2.53,BR,1674009265
549,travagliato,45.5191,10.0805,38.98,73,75,4.61,IT,1674009266
550,toamasina,-18.1667,49.3833,75.2,94,75,11.5,MG,1674009266
551,nador,35.174,-2.9287,59.25,72,100,13.8,MA,1674009267
552,birin,26.8865,88.0718,48.22,55,8,2.62,NP,1674009267
553,nsanje,-16.92,35.262,72.07,98,100,2.3,MW,1674009268
554,olinda,-8.0089,-34.8553,80.33,74,75,4.61,BR,1674009268
555,doha,25.2867,51.5333,58.98,82,33,14.97,QA,1674009269
556,mahibadhoo,3.7833,72.9667,80.56,78,20,10.29,MV,1674009269
557,tulun,54.5611,100.5792,-11.51,86,100,14.97,RU,1674009270
558,beauchamps,50.012,1.5176,26.31,76,93,7.07,FR,1674009270
559,east millcreek,40.7,-111.8105,33.08,92,100,17.27,US,1674009270
560,thinadhoo,0.5333,72.9333,80.8,65,75,4.68,MV,1674009271
561,babra,21.85,71.3,58.1,31,0,9.08,IN,1674009271
562,durango,24.8333,-104.8333,50.58,39,68,8.88,MX,1674009001
563,powell river,49.8496,-124.5361,45.19,100,100,18.41,CA,1674009272
564,saurimo,-9.6608,20.3916,61.77,96,100,3.15,AO,1674009272
565,champerico,14.3,-91.9167,76.91,70,2,5.5,GT,1674009273
566,chalus,36.655,51.4204,40.46,87,0,4.61,IR,1674009273
567,salinopolis,-0.6136,-47.3561,77.05,86,100,9.46,BR,1674009274
568,huescar,37.811,-2.5412,39.25,95,100,21.59,ES,1674009274
569,morada nova,-5.1067,-38.3725,75.13,85,7,4.32,BR,1674009275
570,mersing,2.4312,103.8405,82.31,78,40,11.5,MY,1674009275
571,zhaoqing,23.0512,112.4597,49.82,63,98,4.12,CN,1674009275
572,havre-saint-pierre,50.2334,-63.5986,37.76,100,100,9.22,CA,1674009276
573,sangueya,10.7,-14.3667,67.87,88,93,2.37,GN,1674009276
574,zavodouspenskoye,56.8626,65.0155,7.02,83,78,5.66,RU,1674009277
575,ha noi,21.0245,105.8412,57.2,43,100,8.84,VN,1674009028
576,jati,24.3539,68.2671,57.43,15,0,8.39,PK,1674009277
